training_date,symbols,data_period,total_records,feature_count,models_trained,config
2025-08-05T23:37:53.385895,"['EURUSD', 'GBPUSD', 'USDJPY', 'AUDUSD']",2y,2080,16,"['xgb_regressor', 'rf_regressor', 'xgb_classifier', 'rf_classifier']","{'data': {'symbols': ['EURUSD', 'GBPUSD', 'USDJPY', 'AUDUSD'], 'timeframe': '1D', 'lookback_days': 252, 'train_split': 0.8, 'validation_split': 0.1}, 'features': {'technical_indicators': ['SMA_10', 'SMA_20', 'SMA_50', 'RSI_14', 'MACD', 'MACD_Signal', 'Bollinger_Bands', 'ATR', 'Stochastic'], 'lag_features': {'columns': ['Close', 'Returns', 'Volatility'], 'lags': [1, 2, 3, 5, 10]}, 'rolling_features': {'windows': [5, 10, 20, 50]}, 'black_scholes': {'risk_free_rate': 0.02, 'dividend_yield': 0.0}}, 'models': {'random_forest': {'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'random_state': 42}, 'xgboost': {'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 6, 'subsample': 0.8, 'colsample_bytree': 0.8, 'random_state': 42}, 'lightgbm': {'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 6, 'num_leaves': 31, 'random_state': 42}, 'bayesian': {'n_samples': 2000, 'chains': 4, 'tune': 1000}}, 'hyperparameter_tuning': {'enabled': True, 'n_trials': 100, 'cv_folds': 5, 'scoring': 'neg_mean_squared_error'}, 'api': {'host': '0.0.0.0', 'port': 8000, 'reload': True, 'workers': 1}, 'deployment': {'model_registry': 'models/', 'log_level': 'INFO', 'max_batch_size': 10, 'cache_ttl': 300}, 'logging': {'level': 'INFO', 'format': '%(asctime)s - %(name)s - %(levelname)s - %(message)s', 'file': 'forex_ml.log'}}"
